Entity,Year,Birth rate - Sex: all - Age: all - Variant: estimates,Death rate - Sex: all - Age: all - Variant: estimates,Population - Sex: all - Age: all - Variant: estimates,GDP per capita,"Age-standardized death rate from self-inflicted injuries per 100,000 population - Sex: Both sexes - Age group: all ages",Share of population living in urban areas,Projected share of population living in urban areas,Total number of international immigrants,Gender Inequality Index,Fertility rate - Sex: all - Age: all - Variant: estimates,Total days of leave available for the father,Population - Sex: all - Age: all - Variant: estimates_population-with-un-projections.csv,Population - Sex: all - Age: all - Variant: medium,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","GDP per capita, PPP (constant 2017 international $)",Public spending on education as a share of GDP,Minutes spent on leisure - women (OECD Gender data (2020)),Minutes spent on leisure - men (OECD Gender data (2020)),Population (historical),World regions according to OWID,"Physicians (per 1,000 people)",Total days of leave available for the mother,Average annual working hours per worker,Gender wage gap (OECD 2017),Gender Development Index,Human Development Index
Slovenia,2010,10.942,9.195,2044612.0,26000.92,15.085235,49.570225,,253786.0,0.128,1.579,151.0,2044612.0,,53.293,33350.613,5.54546,,,2044612.0,,2.42,235.0,1680.1403,1.0,1.003,0.89
Slovenia,2011,10.747,9.268,2048805.0,26004.0,15.070859,,,,0.078,1.57,151.0,2048805.0,,52.356,33568.066,5.54126,,,2048805.0,,2.479,235.0,1663.1636,,1.008,0.892
Slovenia,2012,10.709,9.394,2053321.0,25269.232,15.483577,,,,0.07,1.587,151.0,2053321.0,,52.259,32613.49,5.62023,,,2053321.0,,2.526,235.0,1644.5905,,1.003,0.892
Slovenia,2013,10.305,9.433,2056452.0,24975.363,15.787159,,,,0.07,1.553,151.0,2056452.0,,51.607,32234.025,5.40573,,,2056452.0,,2.613,235.0,1662.4053,,0.995,0.901
Slovenia,2014,10.302,9.546,2058396.0,25638.66,13.683539,,,,0.067,1.581,151.0,2058396.0,,52.251,33093.75,5.2917,,,2058396.0,,2.753,235.0,1681.9049,5.0,0.997,0.903
Slovenia,2015,10.046,9.614,2059947.0,26186.248,14.323044,49.94742,,237616.0,0.062,1.576,151.0,2059947.0,,51.912,33799.727,4.90953,,,2059947.0,,2.802,235.0,1687.8574,,1.0,0.903
Slovenia,2016,9.893,9.866,2061379.0,27004.717,13.296199,,,,0.057,1.587,151.0,2061379.0,,51.998,34853.043,4.79267,,,2061379.0,,2.978,235.0,1666.9202,,0.999,0.909
Slovenia,2017,9.837,10.097,2062410.0,28288.89,13.399402,,,,0.054,1.622,151.0,2062410.0,,53.786,36507.555,4.78054,,,2062410.0,,3.054,235.0,1655.089,,1.001,0.912
Slovenia,2018,9.439,10.079,2069484.0,29461.344,12.231533,,,,0.074,1.606,160.0,2069484.0,,53.742,37995.715,4.93456,,,2069484.0,,3.13,235.0,,,1.001,0.916
Slovenia,2019,9.235,10.076,2083436.0,30229.299,13.122168,,,,0.07,1.611,160.0,2083436.0,,53.235,39061.25,4.89153,,,2083436.0,,3.224,235.0,,,1.0,0.918
Slovenia,2020,8.874,11.326,2102419.0,28733.303,11.637178,50.57975,50.57975,277964.0,0.069,1.594,160.0,2102419.0,,53.197,37155.023,5.38374,283.0,337.0,2102419.0,,3.279,235.0,,,1.003,0.91
Slovenia,2021,9.178,10.924,2113495.0,31019.943,,,,,0.072,1.64,160.0,2113495.0,,54.068,40104.36,5.36526,,,2113495.0,,,235.0,,,1.005,0.916
Slovenia,2022,8.587,10.635,2115230.0,32673.762,,,,,0.049,1.568,160.0,2115230.0,,54.194,41015.227,,,,2115230.0,,,235.0,,,0.999,0.926
Slovenia,2023,8.451,10.188,2118395.0,,,,,,,1.576,175.0,2118395.0,,,,,,,2118395.0,Europe,,265.0,,,,
South Korea,1990,15.525,5.724,44081425.0,13874.0,7.5948863,86.65929,,43247.0,0.304,1.603,0.0,44081425.0,,,12656.396,3.03874,,,44081425.0,,0.811,60.0,2676.7563,,0.877,0.731
South Korea,1991,16.42,5.734,44439149.0,15056.16,7.238296,,,,0.299,1.702,0.0,44439149.0,,46.823,13882.421,3.48925,,,44439149.0,,0.875,60.0,2660.7578,,0.901,0.742
South Korea,1992,16.557,5.565,44653700.0,15712.002,8.208565,,,,0.289,1.738,0.0,44653700.0,,46.808,14590.533,3.57789,,,44653700.0,,0.948,60.0,2638.7598,47.0,0.905,0.751
South Korea,1993,15.857,5.479,44887722.0,16503.434,9.543824,,,,0.276,1.683,0.0,44887722.0,,46.77,15436.388,3.69698,,,44887722.0,,1.012,60.0,2655.6575,47.3,0.925,0.761
South Korea,1994,15.603,5.599,45130842.0,17720.395,9.590639,,,,0.259,1.67,0.0,45130842.0,,47.536,16698.275,3.01831,,,45130842.0,,1.057,60.0,2640.1453,45.5,0.925,0.77
South Korea,1995,15.27,5.561,45368425.0,19089.299,10.835052,87.74298,,123886.0,0.252,1.646,0.0,45368425.0,,48.111,18120.494,2.93543,,,45368425.0,,1.116,60.0,2647.2344,44.2,0.927,0.78
South Korea,1996,14.736,5.44,45638701.0,20204.56,12.86472,,,,0.246,1.599,0.0,45638701.0,,48.612,19364.941,,,,45638701.0,,1.169,60.0,2636.5608,43.3,0.929,0.791
South Korea,1997,14.215,5.372,45941541.0,21055.945,13.0319605,,,,0.238,1.555,0.0,45941541.0,,49.511,20367.975,,,,45941541.0,,1.233,60.0,2580.8613,42.2,0.93,0.804
South Korea,1998,13.517,5.306,46230883.0,19624.691,18.151808,,,,0.223,1.497,0.0,46230883.0,,46.805,19184.225,3.36814,,,46230883.0,,1.269,60.0,2485.8723,42.0,0.924,0.802
South Korea,1999,13.069,5.222,46500382.0,21540.693,14.750665,,,,0.217,1.469,0.0,46500382.0,,47.367,21232.61,3.36929,,,46500382.0,,1.315,60.0,2492.0903,41.8,0.925,0.814
South Korea,2000,12.818,5.118,46766659.0,23108.018,13.283988,88.595856,,244224.0,0.182,1.467,0.0,46766659.0,,49.151,22963.639,,,,46766659.0,,1.302,60.0,2509.2881,41.7,0.919,0.824
South Korea,2001,11.501,4.985,47043466.0,23804.438,14.033877,,,,0.162,1.342,0.0,47043466.0,,49.787,23893.896,,,,47043466.0,,1.396,60.0,2495.9204,40.4,0.93,0.832
South Korea,2002,10.342,5.037,47299118.0,25250.637,17.179996,,,,0.162,1.227,365.0,47299118.0,,50.22,25591.398,,,,47299118.0,,1.499,425.0,2454.8811,41.0,0.929,0.841
South Korea,2003,9.951,5.125,47514158.0,25679.246,21.292149,,,,0.152,1.199,365.0,47514158.0,,49.319,26260.37,,,,47514158.0,,1.579,425.0,2423.6482,40.1,0.93,0.845
South Korea,2004,9.549,5.123,47697076.0,26646.504,21.967693,,,,0.091,1.164,365.0,47697076.0,,50.561,27515.951,,,,47697076.0,,1.576,455.0,2391.532,39.6,0.932,0.853
South Korea,2005,9.045,5.108,47851646.0,27443.283,22.511368,89.36718,,486065.0,0.093,1.115,365.0,47851646.0,,50.651,28640.707,,,,47851646.0,,1.636,455.0,2351.3191,39.6,0.933,0.861
South Korea,2006,9.172,5.056,48006518.0,28516.484,19.495152,,,,0.095,1.145,365.0,48006518.0,,50.9,29990.521,,,,48006518.0,,1.7,455.0,2345.9138,39.8,0.934,0.866
South Korea,2007,9.594,5.104,48178122.0,29716.57,21.914373,,,,0.091,1.215,365.0,48178122.0,,50.823,31569.932,,,,48178122.0,,1.752,455.0,2306.1985,38.2,0.933,0.871
South Korea,2008,9.254,5.07,48356486.0,30117.729,22.392628,,,,0.096,1.19,365.0,48356486.0,,50.541,32275.125,,,,48356486.0,,1.871,455.0,2212.9114,39.0,0.935,0.874
South Korea,2009,9.007,5.044,48546689.0,29967.562,26.310623,,,,0.093,1.178,365.0,48546689.0,,49.723,32363.969,3.9135816,,,48546689.0,,1.949,455.0,2168.053,38.6,0.924,0.876
South Korea,2010,9.22,5.21,48769330.0,31537.773,25.859278,89.96318,,919987.0,0.095,1.226,368.0,48769330.0,,49.943,34394.492,3.527567,,,48769330.0,,2.014,455.0,2157.0649,39.6,0.93,0.89
South Korea,2011,9.268,5.216,49127641.0,32225.0,25.913492,,,,0.097,1.258,368.0,49127641.0,,50.126,35388.977,,,,49127641.0,,2.062,455.0,2127.1472,36.6,0.931,0.895
South Korea,2012,9.275,5.384,49599579.0,32826.48,22.571041,,,,0.095,1.274,368.0,49599579.0,,50.333,36049.195,,,,49599579.0,,2.098,455.0,2103.2305,36.3,0.933,0.897
South Korea,2013,8.665,5.343,50071168.0,33711.656,22.45273,,,,0.096,1.206,368.0,50071168.0,,50.645,37021.133,,,,50071168.0,,2.174,455.0,2094.2297,36.6,0.934,0.902
South Korea,2014,8.463,5.308,50539055.0,34573.09,21.289042,,,,0.091,1.197,368.0,50539055.0,,51.817,37967.477,,,,50539055.0,,2.209,455.0,2069.3149,36.7,0.935,0.906
South Korea,2015,8.332,5.472,50983908.0,35357.52,20.24668,90.25366,,1370905.0,0.088,1.202,368.0,50983908.0,,52.301,38828.742,4.45424,,,50983908.0,,2.242,455.0,2076.2959,37.2,0.936,0.908
South Korea,2016,7.757,5.534,51297837.0,36255.24,19.519741,,,,0.083,1.14,368.0,51297837.0,,52.519,39814.66,4.3331,,,51297837.0,,2.289,455.0,2063.3315,36.7,0.938,0.912
South Korea,2017,6.915,5.609,51486268.0,37296.047,18.440447,,,,0.076,1.035,368.0,51486268.0,,53.036,40957.418,4.32824,,,51486268.0,,2.342,455.0,2063.3315,,0.94,0.915
South Korea,2018,6.246,5.863,51640894.0,38214.324,20.101479,,,,0.074,0.951,368.0,51640894.0,,53.148,41965.89,4.45808,,,51640894.0,,2.385,455.0,,,0.943,0.918
South Korea,2019,5.704,5.95,51767843.0,38935.992,20.147036,,,,0.075,0.881,368.0,51767843.0,,53.752,42758.59,4.68466,,,51767843.0,,2.457,455.0,,,0.945,0.922
South Korea,2020,5.207,6.119,51858480.0,38606.984,19.630222,90.12882,90.12882,1728182.0,0.066,0.812,375.0,51858480.0,,53.089,42396.76,4.80172,244.0,272.0,51858480.0,,2.508,455.0,,,0.946,0.922
South Korea,2021,5.001,6.327,51848401.0,40277.953,19.922537,,,,0.063,0.783,375.0,51848401.0,,53.622,44299.91,4.86627,,,51848401.0,,,455.0,,,0.947,0.926
South Korea,2022,4.955,7.544,51782514.0,41320.9,,,,,0.062,0.78,375.0,51782514.0,,54.963,45560.125,,,,51782514.0,,,455.0,,,0.948,0.929
South Korea,2023,4.568,6.677,51748744.0,,,,,,,0.72,375.0,51748744.0,,,,,,,51748744.0,Asia,,455.0,,,,
Spain,1990,10.398,8.454,39084975.0,19215.0,6.245519,74.16799,,821605.0,0.188,1.358,2.0,39084975.0,,,27543.22,3.63359,,,39084975.0,,2.047,112.0,1746.4478,,0.946,0.762
Spain,1991,10.21,8.541,39201749.0,19958.06,6.136345,,,,0.184,1.325,2.0,39201749.0,,33.344,28172.674,3.74235,,,39201749.0,,3.931,112.0,1755.3497,,0.947,0.769
Spain,1992,10.145,8.335,39420344.0,20329.168,5.799903,,,,0.17,1.306,2.0,39420344.0,,34.352,28295.54,3.83716,,,39420344.0,,3.982,112.0,1747.4857,,0.954,0.776
Spain,1993,9.824,8.494,39651627.0,20056.54,6.374966,,,,0.162,1.253,2.0,39651627.0,,34.916,27858.838,4.24489,,,39651627.0,,4.041,112.0,1739.5718,,0.956,0.784
Spain,1994,9.399,8.392,39858722.0,20673.955,6.5760016,,,,0.151,1.19,2.0,39858722.0,,36.196,28387.293,4.48468,,,39858722.0,,4.091,112.0,1738.5277,,0.959,0.792
Spain,1995,9.168,8.543,40052733.0,21522.098,6.4382253,74.82002,,1020067.0,0.144,1.153,2.0,40052733.0,,36.654,29041.61,4.43463,,,40052733.0,,4.085,112.0,1738.8168,,0.964,0.799
Spain,1996,9.107,8.633,40237375.0,22185.066,6.783312,,,,0.141,1.139,2.0,40237375.0,,37.154,29690.355,4.45746,,,40237375.0,,2.74,112.0,1740.2025,,0.966,0.805
Spain,1997,9.183,8.546,40423823.0,23113.615,6.762559,,,,0.141,1.145,2.0,40423823.0,,37.94,30660.863,,,,40423823.0,,2.859,112.0,1742.4939,,0.963,0.811
Spain,1998,9.092,8.767,40617436.0,24284.861,6.459838,,,,0.142,1.131,2.0,40617436.0,,38.3,31875.637,4.28786,,,40617436.0,,2.913,112.0,1750.9642,,0.964,0.815
Spain,1999,9.377,8.981,40812855.0,25549.54,6.21019,,,,0.152,1.165,2.0,40812855.0,,39.0,33172.3,4.26044,,,40812855.0,,3.039,112.0,1756.0535,,0.965,0.819
Spain,2000,9.728,8.684,41019773.0,26994.86,6.479599,75.650566,,1657285.0,0.129,1.21,2.0,41019773.0,,40.542,34756.742,4.16605,,,41019773.0,,3.122,112.0,1752.7551,,0.967,0.828
Spain,2001,9.853,8.611,41245604.0,28153.553,5.9836645,,,,0.134,1.231,2.0,41245604.0,,39.336,35873.87,4.11127,,,41245604.0,,3.127,112.0,1762.5,,0.965,0.833
Spain,2002,9.896,8.704,41755702.0,28753.322,6.222061,,,,0.131,1.251,2.0,41755702.0,,41.791,36336.637,4.13457,,,41755702.0,,3.126,112.0,1764.574,17.2,0.97,0.838
Spain,2003,10.227,8.919,42506541.0,29371.865,6.301854,,,,0.132,1.293,2.0,42506541.0,,43.279,36749.527,4.17343,,,42506541.0,,3.22,112.0,1755.9388,,0.97,0.84
Spain,2004,10.351,8.48,43234563.0,30088.092,6.2476826,,,,0.123,1.313,2.0,43234563.0,,44.673,37248.824,4.15786,,,43234563.0,,3.441,112.0,1741.507,,0.974,0.846
Spain,2005,10.44,8.693,43958884.0,30885.602,5.8884788,76.16643,,4107226.0,0.124,1.329,2.0,43958884.0,,46.096,37962.418,4.14432,,,43958884.0,,3.543,112.0,1725.6006,,0.974,0.851
Spain,2006,10.593,8.203,44695446.0,31907.424,5.5339894,,,,0.125,1.36,2.0,44695446.0,,47.52,38857.484,4.18482,,,44695446.0,,3.623,112.0,1715.6556,13.5,0.977,0.856
Spain,2007,10.631,8.362,45516501.0,32735.434,5.376092,,,,0.128,1.379,15.0,45516501.0,,48.554,39519.84,4.25405,,,45516501.0,,3.559,112.0,1703.4878,,0.978,0.857
Spain,2008,11.017,8.262,46235055.0,32844.324,5.711126,,,,0.122,1.436,15.0,46235055.0,,49.935,39239.387,4.52806,,,46235055.0,,3.544,112.0,1712.5524,,0.978,0.858
Spain,2009,10.524,8.182,46635182.0,31669.691,5.601103,,,,0.112,1.381,15.0,46635182.0,,51.015,37429.766,4.912,,,46635182.0,,3.597,112.0,1719.6741,,0.981,0.86
Spain,2010,10.278,8.092,46840470.0,31786.404,5.0449963,77.10211,,6280062.0,0.105,1.366,15.0,46840470.0,,51.714,37318.53,4.85608,,,46840470.0,,3.758,112.0,1710.3958,13.5,0.98,0.868
Spain,2011,9.934,8.177,46998040.0,31600.0,5.038416,,,,0.095,1.34,15.0,46998040.0,,52.362,36883.324,4.74083,,,46998040.0,,3.836,112.0,1715.5109,,0.98,0.873
Spain,2012,9.597,8.518,47018321.0,30645.215,5.586534,,,,0.089,1.318,15.0,47018321.0,,52.941,35768.742,4.48113,,,47018321.0,,3.825,112.0,1701.1927,,0.98,0.875
Spain,2013,9.092,8.289,46860393.0,30327.451,6.1266537,,,,0.084,1.277,15.0,46860393.0,,52.889,35382.535,4.34962,,,46860393.0,,3.812,112.0,1693.5347,,0.98,0.88
Spain,2014,9.09,8.435,46720186.0,30842.184,6.1928735,,,,0.079,1.315,15.0,46720186.0,,52.608,35983.81,4.30151,,,46720186.0,,3.802,112.0,1694.5872,11.5,0.98,0.884
Spain,2015,8.933,9.013,46683683.0,32057.098,5.6241913,77.787636,,5891208.0,0.074,1.33,15.0,46683683.0,,52.593,37394.055,4.28457,,,46683683.0,,3.847,112.0,1699.4991,,0.981,0.889
Spain,2016,8.706,8.762,46732766.0,33002.676,5.5181727,,,,0.07,1.332,15.0,46732766.0,,52.581,38497.484,4.22544,,,46732766.0,,3.824,112.0,1701.3669,,0.986,0.894
Spain,2017,8.321,9.033,46868594.0,33924.137,5.6713867,,,,0.068,1.305,30.0,46868594.0,,52.18,39550.188,4.20552,,,46868594.0,,3.878,112.0,1686.4973,,0.986,0.896
Spain,2018,7.859,9.065,47092817.0,34553.625,5.4367294,,,,0.062,1.26,30.0,47092817.0,,51.912,40276.906,4.17949,,,47092817.0,,4.021,112.0,,,0.987,0.899
Spain,2019,7.537,8.821,47435120.0,34957.465,5.657559,,,,0.056,1.23,56.0,47435120.0,,52.143,40782.234,4.23022,,,47435120.0,,4.404,112.0,,,0.987,0.904
Spain,2020,7.201,10.39,47679482.0,30834.514,5.906109,78.619576,78.619576,6842202.0,0.056,1.186,84.0,47679482.0,,51.088,36051.418,4.8954,284.0,347.0,47679482.0,,4.577,112.0,,,0.991,0.894
Spain,2021,7.129,9.577,47735670.0,32553.05,6.067598,,,,0.057,1.188,112.0,47735670.0,,52.584,38319.29,4.86507,,,47735670.0,,,112.0,,,0.991,0.904
Spain,2022,7.102,10.068,47828386.0,34123.387,,,,,0.059,1.205,112.0,47828386.0,,52.605,40223.01,4.315879,,,47828386.0,,,112.0,,,0.988,0.911
Spain,2023,7.03,9.339,47911583.0,,,,,,,1.213,112.0,47911583.0,,,,,,,47911583.0,Europe,,112.0,,,,
Sweden,1990,14.354,11.112,8558569.0,28068.0,14.340263,62.775784,,788767.0,0.099,2.121,404.0,8558569.0,,,34156.82,5.21219,,,8558569.0,,3.253,390.0,1560.9371,19.0,0.986,0.808
Sweden,1991,14.296,11.041,8616954.0,27614.035,14.640076,,,,0.097,2.109,404.0,8616954.0,,62.115,33536.016,5.44381,,,8616954.0,,3.37,390.0,1547.6721,19.3,0.987,0.811
Sweden,1992,14.081,10.925,8667577.0,27198.53,13.000071,,,,0.091,2.078,404.0,8667577.0,,60.764,32953.617,5.2585,,,8667577.0,,3.479,390.0,1565.2802,19.0,0.988,0.818
Sweden,1993,13.444,11.111,8718036.0,26558.824,13.2547,,,,0.088,1.987,404.0,8718036.0,,59.328,32086.012,5.50703,,,8718036.0,,3.58,390.0,1596.9991,18.7,1.004,0.84
Sweden,1994,12.683,10.44,8780193.0,27505.955,12.3852,,,,0.08,1.878,404.0,8780193.0,,58.478,33110.824,,,,8780193.0,,3.68,390.0,1635.2219,17.2,0.994,0.852
Sweden,1995,11.702,10.642,8826299.0,28519.443,12.804797,63.90776,,936022.0,0.072,1.73,434.0,8826299.0,,58.916,34233.703,6.14814,,,8826299.0,,2.839,420.0,1640.3448,18.8,0.998,0.859
Sweden,1996,10.783,10.636,8840329.0,29012.105,11.83133,,,,0.067,1.6,434.0,8840329.0,,59.015,34719.11,6.83862,,,8840329.0,,2.856,420.0,1653.0409,16.4,0.999,0.867
Sweden,1997,10.237,10.545,8845524.0,29862.666,11.582092,,,,0.063,1.527,434.0,8845524.0,,58.565,35764.684,,,,8845524.0,,2.867,420.0,1657.969,16.7,1.0,0.878
Sweden,1998,10.043,10.548,8850606.0,31187.164,11.398538,,,,0.062,1.506,434.0,8850606.0,,57.347,37286.094,7.06125,,,8850606.0,,2.928,420.0,1656.319,17.0,0.988,0.891
Sweden,1999,9.949,10.699,8857691.0,32705.215,11.586614,,,,0.059,1.501,434.0,8857691.0,,58.37,38839.426,6.84873,,,8857691.0,,2.97,420.0,1664.8116,16.8,0.986,0.897
Sweden,2000,10.147,10.528,8872100.0,34202.605,10.50198,64.98559,,1003798.0,0.06,1.542,434.0,8872100.0,,58.112,40625.363,6.74015,,,8872100.0,,3.027,420.0,1642.0825,15.5,0.989,0.903
Sweden,2001,10.261,10.546,8896018.0,34666.664,10.845637,,,,0.056,1.569,434.0,8896018.0,,58.583,41103.727,6.61764,,,8896018.0,,3.122,420.0,1618.2073,16.6,0.989,0.906
Sweden,2002,10.692,10.65,8925044.0,35569.773,10.9708805,,,,0.054,1.648,434.0,8925044.0,,58.706,41870.258,6.92435,,,8925044.0,,3.213,420.0,1594.8739,15.9,0.988,0.909
Sweden,2003,11.023,10.368,8958432.0,36435.754,10.374561,,,,0.049,1.712,434.0,8958432.0,,58.79,42678.285,6.79143,,,8958432.0,,3.283,420.0,1581.5632,16.0,0.989,0.914
Sweden,2004,11.173,10.074,8993806.0,38016.062,10.686616,,,,0.048,1.751,434.0,8993806.0,,58.479,44354.39,6.66311,,,8993806.0,,3.37,420.0,1605.5105,15.3,0.998,0.901
Sweden,2005,11.199,10.183,9029770.0,39258.992,11.115829,65.6039,,1125790.0,0.047,1.772,434.0,9029770.0,,58.791,45440.297,6.5064,,,9029770.0,,3.447,420.0,1605.0636,14.4,0.995,0.903
Sweden,2006,11.565,10.043,9080626.0,40992.3,10.879604,,,,0.047,1.848,434.0,9080626.0,,59.268,47292.312,6.36429,,,9080626.0,,3.534,420.0,1599.1272,14.6,0.995,0.907
Sweden,2007,11.658,10.03,9148277.0,42399.844,10.341407,,,,0.047,1.877,434.0,9148277.0,,59.739,48557.383,6.17159,,,9148277.0,,3.62,420.0,1611.4955,16.4,0.995,0.909
Sweden,2008,11.762,9.919,9219903.0,42189.965,10.61266,,,,0.048,1.905,434.0,9219903.0,,59.86,47963.492,6.34455,,,9219903.0,,3.679,420.0,1616.8645,15.4,0.992,0.905
Sweden,2009,11.913,9.699,9298738.0,40116.312,11.223649,,,,0.049,1.932,434.0,9298738.0,,59.39,45492.77,6.74971,,,9298738.0,,3.75,420.0,1609.1475,14.9,0.992,0.904
Sweden,2010,12.184,9.669,9378234.0,42634.754,10.059788,66.71348,,1337214.0,0.051,1.973,434.0,9378234.0,,59.07,47791.37,6.52269,,,9378234.0,,3.807,420.0,1635.0068,14.3,0.995,0.91
Sweden,2011,11.767,9.518,9449262.0,42079.0,10.015467,,,,0.051,1.902,434.0,9449262.0,,59.671,48947.438,6.36692,,,9449262.0,,3.882,420.0,1632.517,15.9,0.995,0.912
Sweden,2012,11.782,9.653,9519479.0,41523.145,10.027443,,,,0.047,1.9,434.0,9519479.0,,59.995,48300.844,7.53697,,,9519479.0,,3.954,420.0,1618.3754,15.1,0.995,0.912
Sweden,2013,11.738,9.409,9600621.0,41661.805,10.672781,,,,0.046,1.885,434.0,9600621.0,,60.533,48462.16,7.61121,,,9600621.0,,4.024,420.0,1608.7183,13.4,0.989,0.932
Sweden,2014,11.737,9.173,9696437.0,42346.836,9.898324,,,,0.043,1.876,434.0,9696437.0,,60.773,49258.996,7.57373,,,9696437.0,,4.089,420.0,1609.4229,,0.99,0.935
Sweden,2015,11.635,9.283,9799482.0,43782.457,10.121651,67.78051,,1602522.0,0.038,1.847,434.0,9799482.0,,61.158,50928.965,7.4439,,,9799482.0,,4.155,420.0,1610.072,,0.988,0.937
Sweden,2016,11.666,9.168,9923281.0,44131.03,9.5887,,,,0.036,1.846,404.0,9923281.0,,61.379,51334.434,7.61862,,,9923281.0,,4.221,390.0,1626.4591,,0.986,0.939
Sweden,2017,11.374,9.14,10057864.0,44658.484,9.905374,,,,0.034,1.785,404.0,10057864.0,,61.833,51947.953,7.56883,,,10057864.0,,4.27,390.0,1609.2896,,0.979,0.941
Sweden,2018,11.271,9.067,10175401.0,45003.492,10.761146,,,,0.03,1.754,404.0,10175401.0,,62.146,52349.293,7.64084,,,10175401.0,,4.327,390.0,,,0.981,0.943
Sweden,2019,11.058,8.637,10279122.0,45434.402,11.071481,,,,0.023,1.709,404.0,10279122.0,,62.306,52850.57,7.63851,,,10279122.0,,4.29,390.0,,,0.986,0.947
Sweden,2020,10.885,9.502,10353680.0,44128.332,10.053353,68.872826,68.872826,2003908.0,0.023,1.671,404.0,10353680.0,,61.694,51331.28,7.92561,306.0,338.0,10353680.0,,7.062,390.0,,,0.987,0.944
Sweden,2021,10.871,8.824,10416136.0,46226.543,10.148428,,,,0.023,1.668,404.0,10416136.0,,62.191,54160.367,7.5722,,,10416136.0,,,390.0,,,0.986,0.949
Sweden,2022,9.998,9.027,10487333.0,47126.13,9.926307,,,,0.023,1.538,404.0,10487333.0,,62.54,55359.344,,,,10487333.0,,,390.0,,,0.983,0.952
Sweden,2023,9.28,8.903,10551493.0,,,,,,,1.43,404.0,10551493.0,,,,,,,10551493.0,Europe,,390.0,,,,
Switzerland,1990,12.26,9.527,6713167.0,34250.0,18.163984,69.01271,,1392282.0,0.137,1.578,0.0,6713167.0,,,56232.027,4.39194,,,6713167.0,,2.984,0.0,1716.2208,,0.935,0.85
Switzerland,1991,12.332,9.237,6796942.0,34128.64,18.7156,,,,0.135,1.582,0.0,6796942.0,,51.965,55025.01,4.54507,,,6796942.0,,3.031,0.0,1713.7753,,0.938,0.852
Switzerland,1992,12.499,9.09,6875049.0,34356.8,17.29281,,,,0.13,1.572,0.0,6875049.0,,52.236,54397.88,,,,6875049.0,,3.013,0.0,1723.1902,,0.939,0.855
Switzerland,1993,11.983,9.045,6938107.0,34625.535,16.97251,,,,0.125,1.51,0.0,6938107.0,,52.876,53836.81,4.94459,,,6938107.0,,3.062,0.0,1719.4904,,0.935,0.859
Switzerland,1994,11.764,8.9,6993594.0,35423.83,17.736435,,,,0.12,1.488,0.0,6993594.0,,52.175,54087.52,4.90889,,,6993594.0,,3.116,0.0,1741.3113,,0.936,0.861
Switzerland,1995,11.609,9.033,7040481.0,36004.23,16.601265,70.985374,,1478829.0,0.116,1.478,0.0,7040481.0,,52.15,53985.645,4.9129,,,7040481.0,,3.165,0.0,1720.2662,,0.935,0.863
Switzerland,1996,11.656,8.904,7071884.0,36720.492,16.74674,,,,0.107,1.497,0.0,7071884.0,,56.951,54001.055,4.92261,,,7071884.0,,3.213,0.0,1696.8719,25.5,0.937,0.867
Switzerland,1997,11.321,8.9,7089163.0,38165.477,15.490797,,,,0.106,1.477,0.0,7089163.0,,56.915,55089.33,,,,7089163.0,,3.266,0.0,1687.4536,,0.938,0.872
Switzerland,1998,11.047,8.837,7110294.0,39890.54,15.631221,,,,0.105,1.469,0.0,7110294.0,,58.147,56590.117,4.75152,,,7110294.0,,3.331,0.0,1695.5345,24.1,0.943,0.878
Switzerland,1999,10.902,8.798,7144118.0,41091.637,14.635565,,,,0.108,1.48,0.0,7144118.0,,58.161,57257.316,4.75953,,,7144118.0,,3.364,0.0,1717.401,,0.943,0.881
Switzerland,2000,10.773,8.731,7184003.0,43251.105,15.438591,71.735916,,1570756.0,0.103,1.486,0.0,7184003.0,,57.627,59190.414,4.65878,,,7184003.0,,3.511,0.0,1712.743,23.8,0.947,0.885
Switzerland,2001,9.92,8.507,7226391.0,44398.64,14.598294,,,,0.095,1.388,0.0,7226391.0,,58.822,59743.816,4.82219,,,7226391.0,,3.515,0.0,1672.8507,,0.948,0.888
Switzerland,2002,9.804,8.507,7278744.0,44934.316,15.4550495,,,,0.093,1.383,0.0,7278744.0,,59.295,59250.164,5.17881,,,7278744.0,,3.562,0.0,1651.2583,22.8,0.946,0.888
Switzerland,2003,9.695,8.641,7333450.0,45441.598,13.219852,,,,0.084,1.382,0.0,7333450.0,,59.458,58793.15,5.38401,,,7333450.0,,3.659,0.0,1664.5405,,0.949,0.893
Switzerland,2004,9.772,8.185,7384196.0,47263.598,13.111867,,,,0.083,1.409,0.0,7384196.0,,59.1,59967.914,5.31429,,,7384196.0,,3.697,0.0,1694.9532,22.0,0.951,0.898
Switzerland,2005,9.721,8.26,7431824.0,49273.902,13.239814,72.74753,,1805437.0,0.079,1.416,0.0,7431824.0,,59.336,61223.395,5.08472,,,7431824.0,,3.741,0.0,1689.9702,,0.956,0.903
Switzerland,2006,9.708,8.103,7478514.0,51862.965,13.106306,,,,0.073,1.432,0.0,7478514.0,,59.752,63318.793,4.84121,,,7478514.0,,3.792,98.0,1679.2384,21.3,0.957,0.913
Switzerland,2007,9.728,8.143,7545386.0,54509.54,13.308706,,,,0.065,1.452,0.0,7545386.0,,59.924,65213.18,4.58395,,,7545386.0,,3.789,98.0,1668.87,,0.957,0.92
